ticker,last_close,last_date,1W,2W,1M,3M,6M,12M
NV20,11979.05,2026-05-29,84140.85,85709.81,82400.34,78865.39,7709.54,7951.52
OMAXAUTO,245.95,2026-05-29,7.97,23.33,88.46,131.95,189.78,196.27
STLTECH,536.15,2026-05-29,15.75,27.08,79.78,236.82,412.38,651.96
HITECHCORP,242.18,2026-05-29,45.19,78.52,74.18,71.58,29.72,35.45
FCL,39.99,2026-05-29,2.46,31.03,73.64,69.38,58.88,66.41
SASKEN,2258.2,2026-05-29,17.35,23.0,73.4,97.24,66.19,53.68
VINDHYATEL,2210.5,2026-05-29,24.61,37.8,70.14,110.78,45.79,32.89
MODISONLTD,284.6,2026-05-29,35.99,70.41,70.04,107.51,104.28,89.57
HFCL,179.94,2026-05-29,10.5,28.81,68.01,162.65,156.43,103.77
CALSOFT,20.07,2026-05-29,-1.52,-7.17,67.81,59.79,21.42,91.33
BBOX,1037.15,2026-05-29,6.25,10.9,67.76,94.4,94.3,105.89
PARACABLES,65.87,2026-05-29,0.8,20.8,67.27,89.06,67.01,22.23
AHLWEST,574.1,2026-05-29,-11.66,-7.14,66.64,,,
DSSL,1745.9,2026-05-29,-7.87,26.26,65.94,87.62,90.73,57.75
GRWRHITECH,6117.9,2026-05-29,9.48,13.65,60.44,45.17,55.69,29.79
INSPIRISYS,128.51,2026-05-29,7.74,12.64,60.12,48.45,34.79,22.4
BLISSGVS,425.3,2026-05-29,33.93,47.98,59.08,100.57,156.79,220.17
NOIDATOLL,5.86,2026-05-29,-14.08,36.92,57.95,56.68,23.63,36.6
CEMPRO,1071.15,2026-05-29,21.73,21.85,57.66,85.93,27.54,
SIGMAADV,424.8,2026-05-29,15.75,38.8,55.06,165.73,,
ONELIFECAP,27.59,2026-05-29,4.71,31.63,52.85,76.07,108.54,141.17
ANLON,649.5,2026-05-27,5.78,18.09,51.72,70.25,63.17,75.54
KSHITIJPOL,4.74,2026-05-29,15.33,26.74,51.44,74.91,89.6,39.82
NOVARTIND,1556.6,2026-05-29,14.44,31.77,50.68,131.55,131.55,131.55
GVPIL,865.15,2026-05-29,12.59,30.83,50.3,81.62,140.89,233.66
PRECOT,802.7,2026-05-29,5.27,27.43,49.79,75.97,84.78,45.68
FONEBOX,98.5,2026-05-27,-0.76,51.54,49.24,29.43,-1.01,5.91
SSFL,156.4,2026-05-27,5.6,31.26,48.6,13.58,4.76,-16.08
WOCKPHARMA,2031.4,2026-05-29,24.05,29.27,45.97,49.16,64.49,50.83
UFBL,493.2,2026-05-29,-1.92,35.29,45.07,107.9,166.42,62.42
HOACFOODS,579.35,2026-05-27,4.77,24.06,44.87,59.45,56.6,222.76
AVALON,1520.5,2026-05-29,0.62,15.45,43.58,49.19,56.96,75.79
OLIL,449.9,2026-05-27,0.65,-0.24,43.28,49.84,40.11,148.91
GRCL,533.05,2026-05-27,-1.28,-12.61,42.83,33.26,42.53,6.4
RAIN,188.07,2026-05-29,5.08,23.2,42.78,26.53,72.68,32.48
SPARC,212.11,2026-05-29,-8.96,30.75,42.78,66.91,57.69,17.38
NINSYS,708.8,2026-05-29,8.12,21.47,42.17,117.52,74.62,48.77
EXICOM,159.4,2026-05-29,4.88,44.46,41.88,71.6,42.47,-11.86
YASHO,2072.8,2026-05-29,-1.8,21.36,41.49,32.75,29.11,3.33
MCLEODRUSS,78.41,2026-05-29,6.09,19.22,40.9,88.03,46.4,146.96
DEEDEV,593.4,2026-05-29,7.9,24.57,40.38,101.6,178.0,93.06
IDEAFORGE,845.0,2026-05-29,3.72,3.34,40.37,104.6,82.37,56.54
MTARTECH,7879.5,2026-05-29,-0.9,10.81,39.3,106.98,211.15,373.41
GLOBALPET,156.95,2026-05-27,7.02,13.81,38.89,36.48,26.57,30.74
SUPRIYA,968.7,2026-05-29,26.44,41.62,38.73,47.89,29.59,29.34
SANGINITA,28.62,2026-05-29,6.08,16.91,38.66,101.27,179.22,172.83
APOLLO,409.0,2026-05-29,0.2,31.51,38.01,71.99,55.4,116.84
RPEL,965.1,2026-05-29,1.46,12.41,37.89,36.61,-4.38,33.85
VENUSREM,1280.05,2026-05-29,12.67,33.71,37.15,90.37,85.21,215.79
SANSTAR,118.26,2026-05-29,13.74,8.14,37.02,37.46,28.46,26.02
BALAMINES,1775.6,2026-05-29,-7.56,0.71,36.83,63.29,54.02,22.63
UNIVCABLES,1136.05,2026-05-29,-2.56,16.42,36.8,63.5,18.8,92.61
SANDHAR,674.75,2026-05-29,-4.37,31.39,36.08,33.19,20.48,30.2
