ticker,last_close,last_date,1W,2W,1M,3M,6M,12M
NV20,11498.3,2026-09-11,83100.43,82443.43,80703.23,82325.09,79528.12,7656.54
MBECL,330.4,2026-09-11,27.62,405.2,405.2,405.2,405.2,405.2
BODALCHEM,172.4,2026-09-11,10.78,45.01,148.95,157.89,286.89,159.48
PVP,64.82,2026-09-11,-0.52,-5.34,88.1,109.98,149.79,102.31
TBZ,526.3,2026-09-11,9.45,73.34,87.88,219.05,297.06,182.26
PENTAGON,95.6,2026-09-10,16.16,87.45,86.9,64.54,51.75,82.79
CALSOFT,38.74,2026-09-11,-5.47,3.94,82.22,92.64,209.67,158.96
XTRANET,271.34,2026-09-11,-3.03,39.28,80.69,,,
VALIANTLAB,127.91,2026-09-11,20.7,32.77,79.65,90.83,127.07,48.61
SHANTIGEAR,714.95,2026-09-11,11.71,36.05,79.01,63.15,54.32,28.98
DCG,92.3,2026-09-10,38.48,62.21,74.15,54.35,61.93,31.86
DSKULKARNI,21.0,2026-09-11,8.14,14.69,73.99,54.98,54.98,54.98
MANAV,40.0,2026-09-10,3.36,11.11,66.67,-3.03,-6.43,162.3
PKTEA,1121.75,2026-09-11,39.76,50.37,66.49,43.81,43.81,50.76
AMBEY,34.05,2026-09-10,15.42,24.73,66.1,,,
CORDSCABLE,373.4,2026-09-11,19.16,32.18,64.62,84.95,136.82,112.58
ANMOL,16.87,2026-09-11,67.36,67.2,64.42,56.06,51.57,3.75
KALYANIFRG,1021.65,2026-09-11,-5.49,11.74,63.97,71.25,73.13,47.0
MODISONLTD,503.05,2026-09-11,5.77,10.79,63.62,58.34,294.71,223.91
WHEELS,2230.1,2026-09-11,27.04,44.21,61.32,38.27,144.24,203.41
SETUINFRA,0.66,2026-09-11,15.79,34.69,60.98,65.0,69.23,-14.29
RAYMOND,1002.8,2026-09-11,35.36,58.71,60.63,80.67,165.08,62.03
SETL,468.15,2026-09-11,20.49,26.7,57.47,204.29,281.51,149.51
KSR,42.4,2026-09-11,24.23,48.3,56.4,36.47,13.86,
MANINDS,866.1,2026-09-11,9.83,15.03,54.91,70.14,107.23,112.98
ICDSLTD,62.52,2026-09-11,-12.5,52.41,53.61,46.76,65.35,35.74
IMPEXFERRO,5.18,2026-09-11,9.75,18.26,53.25,94.74,201.16,156.44
ROLLT,4.75,2026-09-11,8.7,19.95,53.23,82.69,274.02,320.35
BHAGERIA,317.05,2026-09-11,4.07,26.48,53.18,56.09,111.01,54.98
PRABHA,244.64,2026-09-11,0.51,19.56,52.94,57.36,62.01,0.99
ESCONET,252.6,2026-09-10,1.28,27.8,52.77,126.95,107.82,20.09
MOREPENLAB,115.78,2026-09-11,-2.61,8.04,50.58,144.83,188.66,113.85
NOVARTIND,2391.3,2026-09-11,45.85,53.84,50.05,79.84,255.72,255.72
