ticker,last_close,last_date,1W,2W,1M,3M,6M,12M
NV20,11976.35,2026-07-16,84359.45,84181.14,84240.49,81817.58,7562.41,7951.87
ACCORD,210.65,2026-07-15,4.02,18.11,133.02,477.91,625.13,823.9
VIJIFIN,8.26,2026-07-16,5.9,16.67,111.25,153.37,180.95,211.7
SIGNORIA,148.65,2026-07-15,-0.73,26.56,104.75,135.95,69.89,36.13
VIPULLTD,16.46,2026-07-16,-7.58,11.97,76.23,60.9,27.6,66.6
MADHUSUDAN,248.3,2026-07-15,-1.66,-1.88,74.86,60.19,115.07,67.21
SETL,288.25,2026-07-16,3.86,7.68,67.6,113.38,109.91,56.34
SHARDUL,48.88,2026-07-16,21.23,70.91,65.25,,,
SRIVASAVI,91.0,2026-07-15,8.53,5.75,64.56,59.37,89.58,30.0
BNALTD,539.55,2026-07-16,58.69,49.87,60.1,,,
BTTL,54.14,2026-07-16,-5.02,-1.31,57.98,,,
GNA,592.0,2026-07-16,11.86,25.08,55.47,34.65,68.26,79.38
SANGINITA,54.76,2026-07-16,6.1,17.11,51.15,139.96,382.89,429.59
CBAZAAR,6.2,2026-07-15,0.0,4.2,49.4,24.0,69.86,24.0
VELJAN,1792.7,2026-07-16,5.94,3.85,48.37,,,
BAFNAPH,221.46,2026-07-16,6.11,4.4,48.3,66.75,74.28,149.08
KONSTELEC,64.65,2026-07-15,10.14,40.24,46.27,59.24,37.99,-0.39
JUSTDIAL,793.35,2026-07-16,17.21,44.93,45.89,45.73,10.73,-11.35
EVERESTIND,501.0,2026-07-16,-2.42,1.47,45.85,19.77,10.6,-12.55
RAMCOSYS,830.5,2026-07-16,-6.28,-5.58,45.46,89.46,69.32,107.03
RITEZONE,23.8,2026-07-15,0.0,0.0,44.68,53.55,8.68,8.18
WTICAB,136.4,2026-07-15,8.13,11.85,44.57,31.15,4.92,-7.34
KALYANKJIL,546.6,2026-07-16,7.04,43.37,44.39,24.14,16.92,-7.12
DPABHUSHAN,1328.15,2026-07-16,14.35,38.52,43.84,23.15,-5.06,-15.15
INDSWFTLAB,233.89,2026-07-16,-1.6,5.48,43.81,60.85,110.81,121.74
WALPAR,34.5,2026-07-15,0.0,2.37,43.45,-18.34,-24.84,-25.0
FERMENTA,459.45,2026-07-16,3.24,16.3,43.22,,,
MORARJEE,11.82,2026-07-16,15.54,27.78,43.1,58.66,63.03,66.48
UNIHEALTH,706.7,2026-07-15,-4.49,7.75,42.21,53.31,146.15,313.27
CHEMBONDCH,254.26,2026-07-16,-0.4,5.9,41.17,58.58,79.92,
SWARAJ,362.7,2026-07-15,5.85,10.97,40.8,23.75,51.82,83.55
SUPREMEENG,1.74,2026-07-16,5.45,16.0,40.32,43.8,18.37,10.13
TIRUPATIFL,66.93,2026-07-16,-3.1,-6.77,40.17,45.25,86.64,54.86
COUNCODOS,6.75,2026-07-16,5.8,34.19,39.75,29.56,27.6,-0.88
STYL,400.1,2026-07-16,8.78,20.77,38.66,67.57,48.9,
EMSLIMITED,433.0,2026-07-16,-1.85,3.56,38.47,26.33,12.42,-28.72
AGARWALFT,39.45,2026-07-15,-4.94,-5.17,38.18,12.71,1.28,-14.24
CEMPRO,1603.2,2026-07-16,1.23,5.38,37.95,147.93,137.38,93.34
KABRAEXTRU,330.25,2026-07-16,4.63,11.99,37.75,35.18,65.88,5.95
NRL,107.9,2026-07-16,2.47,12.69,37.7,93.44,98.93,39.91
AMAGI,598.95,2026-07-16,2.7,14.54,37.63,64.68,,
AMIRCHAND,179.17,2026-07-16,-0.35,5.25,37.53,40.59,,
FILATEX,73.1,2026-07-16,13.54,24.36,37.48,64.12,62.01,25.44
SSFL,273.25,2026-07-15,4.89,-4.64,37.45,149.09,130.59,85.37
VINSYS,503.0,2026-07-15,0.0,3.26,36.95,49.28,46.39,38.07
PREMIERPOL,78.12,2026-07-16,19.09,22.41,36.6,41.29,46.21,47.39
SKMEGGPROD,331.2,2026-07-16,-8.23,3.69,35.84,86.61,105.08,117.58
OPTIEMUS,583.25,2026-07-16,0.58,11.65,35.83,43.57,28.74,-8.34
UNICHEMLAB,604.85,2026-07-16,1.32,30.68,35.51,74.38,50.93,-6.3
HUHTAMAKI,232.69,2026-07-16,5.04,8.32,35.0,26.11,25.35,2.33
NITTAGELA,1953.8,2026-07-16,1.28,10.82,34.57,,,
GOLDTECH,57.88,2026-07-16,-9.55,-5.5,34.48,46.61,20.61,-20.19
GREAVESCOT,256.43,2026-07-16,-2.19,14.4,34.07,62.15,47.2,22.18
EIFFL,333.0,2026-07-16,0.32,2.51,33.84,39.15,18.44,38.55
MAPMYINDIA,1178.7,2026-07-16,-0.52,24.46,33.72,27.85,-20.02,-34.83
GANDHAR,210.95,2026-07-16,2.34,12.03,33.67,41.96,39.66,24.13
MACPOWER,1334.6,2026-07-16,-0.92,-6.8,33.33,22.74,44.78,28.92
AEGISLOG,1297.5,2026-07-16,0.3,-7.44,32.33,97.77,84.57,76.36
GAUDIUMIVF,136.94,2026-07-16,5.32,11.57,32.23,31.52,,
SEL,234.05,2026-07-15,2.21,25.83,32.23,23.84,6.39,-12.67
ZSARACOM,12619.5,2026-07-16,-4.17,22.08,32.18,,,
IKIO,212.79,2026-07-16,3.9,6.71,30.98,45.87,27.2,0.54
TBZ,256.03,2026-07-16,13.74,36.01,30.73,68.46,56.79,32.07
GANECOS,1188.3,2026-07-16,5.85,10.45,30.67,10.61,61.29,-23.13
KODYTECH,1287.45,2026-07-15,1.92,14.97,30.6,69.4,51.46,65.32
ONELIFECAP,36.65,2026-07-16,-3.6,-6.31,30.52,140.01,130.79,161.97
INDOTECH,3434.6,2026-07-16,1.12,10.03,30.35,103.35,140.06,83.04
INDNIPPON,1206.0,2026-07-16,-2.44,20.93,30.15,54.29,60.88,58.47
IOLCP,164.07,2026-07-16,-2.97,13.57,30.15,91.74,122.97,78.01
MENNPIS,71.96,2026-07-16,-2.68,-9.26,29.8,,,
CNL,917.45,2026-07-16,-2.27,16.93,29.65,54.73,29.25,43.39
INDIANHUME,404.7,2026-07-16,-1.66,11.55,29.5,24.52,4.18,-7.78
KANORICHEM,135.03,2026-07-16,1.25,-0.15,29.46,79.68,92.08,49.93
DCMSIL,83.11,2026-07-16,6.09,17.07,29.39,22.04,,
SCANSTL,49.14,2026-07-16,-1.76,17.64,29.25,,,
TAC,482.0,2026-07-15,10.25,25.86,29.22,-14.22,-34.64,-44.17
SIKA,1168.7,2026-07-16,-2.67,0.02,29.2,,,
CUPID,212.98,2026-07-16,2.97,-0.05,29.16,122.83,132.23,710.61
RPGLIFE,2921.9,2026-07-16,3.51,22.11,28.93,55.3,27.89,11.02
SUMEETINDS,33.26,2026-07-16,1.93,7.08,28.62,10.39,14.49,23.17
INVPRECQ,818.8,2026-07-16,2.08,2.63,28.57,,,
BLUSPRING,117.85,2026-07-16,0.9,-0.03,28.35,75.4,83.85,24.12
COMMITTED,330.0,2026-07-15,-2.37,-1.95,28.35,27.56,65.08,47.62
PPAP,312.12,2026-07-16,-16.13,26.04,28.3,50.35,47.25,36.8
UNIVASTU,115.32,2026-07-16,10.36,24.23,28.2,65.33,71.94,18.61
PICCADIL,740.55,2026-07-16,3.01,10.6,28.12,28.82,26.7,27.42
WANBURY,343.2,2026-07-16,14.23,20.99,27.82,29.15,58.5,27.63
AETHER,1499.2,2026-07-16,3.19,10.15,27.3,26.26,52.26,83.19
SHREEJISPG,595.65,2026-07-16,4.37,13.18,27.19,65.62,64.64,
GSMFOILS,260.45,2026-07-15,-2.58,5.79,27.17,25.82,25.58,38.54
ATHERENERG,1267.1,2026-07-16,6.96,12.59,26.96,46.3,104.78,272.84
SPECTRUM,1983.3,2026-07-16,-1.11,-3.66,26.79,65.95,71.0,24.56
NINSYS,893.55,2026-07-16,2.74,0.61,26.78,97.38,145.48,99.48
