ticker,last_close,last_date,1W,2W,1M,3M,6M,12M
NV20,11993.05,2026-05-20,85810.1,84716.47,81153.72,78342.35,78337.21,80525.54
AHLWEST,681.6,2026-05-20,10.25,40.67,205.51,,,
SHYAMTEL,20.51,2026-05-20,-3.89,-13.06,91.68,93.86,72.21,62.65
BBOX,944.15,2026-05-20,0.96,19.8,79.31,83.83,76.96,104.13
CALSOFT,21.57,2026-05-20,-0.23,-14.57,73.95,50.73,32.82,99.91
OMAXAUTO,196.79,2026-05-20,-1.32,-14.37,73.29,77.25,112.7,126.21
SANCO,3.86,2026-05-20,6.34,19.5,67.1,71.56,94.95,60.83
IDEAFORGE,753.35,2026-05-20,-7.87,-5.26,63.08,81.97,52.65,39.59
JAINAM,280.25,2026-05-19,-4.98,-1.67,61.06,34.74,1.91,21.32
NOIDATOLL,6.15,2026-05-20,43.69,63.56,60.99,50.37,41.06,28.66
BALAMINES,1833.3,2026-05-20,3.99,29.62,59.45,68.35,53.35,28.5
GRCL,579.5,2026-05-19,-5.0,8.3,55.78,48.59,48.61,15.9
VERANDA,240.04,2026-05-20,3.27,12.07,54.89,26.36,10.73,15.91
SIGMAADV,317.1,2026-05-20,3.61,-6.45,54.01,77.3,,
INSPIRISYS,125.77,2026-05-20,10.24,36.57,51.11,40.97,26.43,24.19
MTARTECH,7457.0,2026-05-20,4.87,14.37,50.89,103.88,176.5,358.89
HFCL,139.34,2026-05-20,-0.25,-6.14,49.35,95.4,89.84,62.18
STLTECH,404.9,2026-05-20,-4.03,2.58,49.06,153.16,260.78,485.2
FCL,34.12,2026-05-20,11.8,20.44,48.48,36.97,36.21,33.23
ONELIFECAP,22.78,2026-05-20,8.68,21.3,48.4,39.75,81.8,99.3
SHAILY,2733.8,2026-05-20,1.59,1.25,48.12,35.21,5.9,51.83
SILKFLEX,217.0,2026-05-19,-0.91,3.33,48.07,88.7,161.76,118.86
WHEELS,1565.4,2026-05-20,-1.58,17.98,45.71,74.4,82.04,115.88
SCPL,451.3,2026-05-20,3.84,0.69,45.7,39.66,101.54,39.51
NEUEON,25.54,2026-05-19,0.0,-2.15,44.29,148.2,389.27,389.27
OLIL,460.0,2026-05-19,2.0,0.22,44.2,58.62,38.16,174.3
IDEA,13.58,2026-05-20,5.6,11.49,43.4,21.68,33.53,107.33
UCL,150.0,2026-05-19,1.35,11.03,43.13,105.48,207.69,188.46
DSSL,1489.4,2026-05-20,7.71,4.31,42.38,57.37,56.36,25.31
GRWRHITECH,5635.3,2026-05-20,4.69,8.63,41.68,34.47,35.17,30.82
PARACABLES,54.55,2026-05-20,0.04,-9.19,41.39,49.37,35.66,-6.77
ROLLT,2.06,2026-05-20,-0.96,-10.82,41.1,73.11,79.13,21.18
DENEERS,229.65,2026-05-19,-0.04,8.58,40.89,45.72,59.2,-26.29
EMBDL,66.35,2026-05-20,-1.34,-8.87,39.1,8.9,-18.9,-35.48
YASHO,2058.9,2026-05-20,20.54,20.14,38.72,38.01,25.21,19.67
WELINV,1808.2,2026-05-20,-0.45,6.87,38.69,40.13,40.02,110.41
REMUS,881.6,2026-05-19,-3.7,16.85,38.1,24.97,20.78,-58.34
SHIGAN,84.5,2026-05-19,0.0,11.92,37.62,31.31,50.76,1.18
VISHWAS,55.8,2026-05-19,0.0,1.45,36.43,42.89,30.07,-11.29
IOLCP,119.54,2026-05-20,10.24,9.9,36.38,63.04,32.24,53.08
AVALON,1464.4,2026-05-20,11.19,9.28,35.98,42.44,44.76,67.88
KILITCH,183.8,2026-05-20,8.72,16.41,35.78,17.13,1.39,-20.3
BHAGYANGR,291.5,2026-05-20,-3.33,-4.54,35.71,84.67,94.27,280.05
VISASTEEL,47.92,2026-05-19,5.0,-9.7,35.67,19.59,-10.11,39.14
RANEHOLDIN,1472.0,2026-05-20,-2.46,28.8,34.83,19.96,1.69,2.36
MWL,374.1,2026-05-20,2.3,7.07,34.76,39.77,55.27,132.64
ANLON,550.0,2026-05-19,0.0,-5.17,34.47,38.89,37.67,46.35
SOFTTECH,404.85,2026-05-20,-0.1,-9.46,33.99,32.59,23.37,12.85
EMAMIREAL,89.62,2026-05-20,-3.94,-13.13,33.7,33.92,1.59,-22.94
SHADOWFAX,195.33,2026-05-20,5.24,18.58,33.67,67.16,,
CEMPRO,851.55,2026-05-20,-3.13,-6.0,33.57,43.76,5.08,
RRKABEL,1962.4,2026-05-20,0.74,2.1,33.57,36.01,43.45,52.58
KSHITIJPOL,3.86,2026-05-20,3.21,-11.47,33.56,46.21,43.49,12.21
GVPIL,664.35,2026-05-20,0.46,3.91,33.51,37.06,84.03,
PATTECH,116.85,2026-05-19,0.0,0.0,33.16,9.98,-4.06,44.26
SAKAR,809.0,2026-05-20,3.72,52.76,32.72,55.82,106.64,160.17
NINSYS,617.25,2026-05-20,5.78,11.29,32.46,87.22,53.74,41.09
VILINBIO,49.4,2026-05-19,0.0,-4.73,32.44,39.55,122.02,77.38
ACCORD,50.5,2026-05-19,4.99,15.56,32.37,96.88,120.52,126.97
FMNL,11.9,2026-05-20,4.48,22.05,31.93,39.02,8.28,-28.87
SATIN,222.53,2026-05-20,1.44,3.66,31.65,43.66,47.58,32.21
ORCHPHARMA,715.3,2026-05-20,0.32,-0.66,31.18,7.06,-17.75,-1.83
SUNFLAG,350.15,2026-05-20,-1.49,-8.7,31.05,42.78,43.21,32.62
MCLEODRUSS,72.5,2026-05-20,10.23,25.58,30.72,72.37,40.15,129.36
MORARJEE,9.68,2026-05-20,10.13,27.2,30.28,31.34,27.37,57.14
ADVENZYMES,388.9,2026-05-20,6.91,-0.38,30.13,24.27,19.62,35.3
AEROFLEX,391.05,2026-05-20,6.0,-1.89,29.96,75.12,113.54,135.02
CADSYS,70.45,2026-05-19,1.37,-0.77,29.5,48.32,55.69,-18.6
SASKEN,1718.5,2026-05-20,-6.4,5.13,29.38,39.79,25.49,20.2
IRMENERGY,275.35,2026-05-20,-1.77,-8.57,29.19,15.96,-11.55,-2.36
SHERA,169.5,2026-05-19,-2.59,8.41,29.14,35.01,22.83,11.51
SEYAIND,15.34,2026-05-20,-0.07,-1.73,29.02,3.93,-29.15,-6.12
ARISTO,115.9,2026-05-19,0.0,-5.0,28.85,18.27,-8.74,-9.25
RAYMOND,541.5,2026-05-20,7.75,10.06,28.71,35.87,6.36,-19.14
APCOTEXIND,503.7,2026-05-20,4.24,1.85,28.66,36.3,25.6,49.01
CELLECOR,40.65,2026-05-19,4.36,-3.79,28.64,53.98,43.89,-5.47
PRITIKA,71.0,2026-05-19,-3.07,-2.54,28.16,11.37,-18.3,-3.2
INDOTECH,2454.9,2026-05-20,-0.61,-10.08,28.0,73.2,43.39,-2.66
SUVEN,268.98,2026-05-20,6.5,23.48,27.98,78.04,51.9,30.8
RPEL,910.65,2026-05-20,6.07,16.53,27.92,32.66,-12.46,25.35
SAHYADRI,312.4,2026-05-20,1.76,-5.61,27.8,20.34,22.13,10.94
SHRITECH,75.0,2026-05-19,4.53,13.29,27.77,18.95,16.28,-7.41
SBCL,664.8,2026-05-20,11.55,10.86,27.56,33.52,47.24,33.08
AQYLON,60.3,2026-05-20,6.69,11.52,27.54,-58.96,-94.94,-89.57
PRIZOR,658.05,2026-05-19,1.31,-2.22,27.34,115.61,99.02,321.56
AUTOIND,85.31,2026-05-20,9.91,9.98,27.31,8.45,30.4,2.99
SEDEMAC,2079.4,2026-05-20,5.4,4.01,27.14,,,
SPARC,183.68,2026-05-20,13.22,9.04,27.11,42.16,33.04,14.79
ARVIND,487.45,2026-05-20,3.14,10.57,26.54,32.5,35.97,28.42
BLUECOAST,32.5,2026-05-20,5.59,0.03,26.36,31.85,-29.61,32.76
SANSTAR,111.95,2026-05-20,2.37,12.67,26.3,27.4,19.9,18.79
ALKYLAMINE,1776.6,2026-05-20,3.83,7.95,26.21,17.14,0.06,1.33
DCAL,211.2,2026-05-20,12.68,15.29,26.1,15.87,-14.2,-3.25
PRECOT,716.0,2026-05-20,13.67,10.7,25.85,44.11,53.06,34.94
WALCHANNAG,238.24,2026-05-20,1.82,-0.96,25.5,37.9,53.56,10.61
RATNAVEER,182.91,2026-05-20,0.24,2.8,25.5,11.29,18.52,17.43
MANINFRA,119.82,2026-05-20,1.28,-9.98,25.47,8.34,-3.73,-25.88
BHEL,408.4,2026-05-20,3.33,1.76,25.42,58.73,43.17,67.43
GLOBALPET,136.5,2026-05-19,-1.02,-0.73,25.29,16.67,-4.45,18.59
GLOTTIS,70.31,2026-05-20,16.25,14.64,25.29,40.42,3.37,
GKSL,140.39,2026-05-20,-1.97,-1.3,24.68,26.74,,
PROV,1557.0,2026-05-19,6.15,15.93,24.56,28.84,15.23,48.53
UFBL,400.8,2026-05-20,9.94,7.87,24.55,60.12,120.58,
QUICKHEAL,211.99,2026-05-20,4.72,-1.05,24.38,18.56,-31.87,-25.22
ZIMLAB,99.12,2026-05-20,1.76,-9.31,24.35,40.04,35.02,4.91
HESTERBIO,1839.1,2026-05-20,3.29,6.28,24.31,16.97,8.48,3.36
VIJAYA,1271.7,2026-05-20,-2.39,-5.28,24.26,26.05,25.74,38.04
