ticker,last_close,last_date,1W,2W,1M,3M,6M,12M
NV20,11510.2,2026-09-21,84783.48,83186.54,82233.34,81359.31,82588.22,7563.25
MBECL,421.66,2026-09-21,27.62,55.12,544.74,544.74,544.74,544.74
BODALCHEM,197.71,2026-09-21,14.68,15.5,150.36,179.84,261.77,198.79
TBZ,633.7,2026-09-21,20.41,19.81,128.28,237.81,394.38,239.37
MONQ50,317.04,2026-09-21,46.54,93.21,113.11,122.81,230.25,254.31
XTRANET,341.43,2026-09-21,25.83,22.01,104.41,,,
AHCL,26.24,2026-09-21,34.08,69.51,83.75,60.98,116.66,95.08
PENTAGON,91.35,2026-09-18,-1.77,0.94,81.79,66.09,47.34,64.59
GFSTEELS,26.71,2026-09-21,27.49,78.07,78.07,96.25,116.1,174.51
STLNETWORK,45.09,2026-09-21,23.2,48.76,74.43,59.84,141.77,53.73
RAMBHAJO,304.03,2026-09-21,12.9,10.03,71.37,,,
INDORAMA,106.55,2026-09-21,23.18,44.85,69.96,130.78,239.87,100.47
BHAGERIA,361.4,2026-09-21,13.99,12.99,69.91,62.64,158.36,100.47
RAYMOND,1084.95,2026-09-21,8.19,40.46,68.69,85.0,190.91,74.84
ROLLT,5.97,2026-09-21,25.68,30.35,64.01,75.59,366.41,359.23
OAL,548.85,2026-09-21,3.15,2.14,61.5,60.09,117.52,56.71
KSHITIJPOL,4.4,2026-09-21,26.44,27.17,56.03,-17.29,88.84,42.86
GENESYS,279.09,2026-09-21,-9.33,16.21,55.61,-20.43,3.48,-50.14
AKI,6.41,2026-09-21,4.4,-19.27,53.35,31.62,39.65,-34.26
SPECTRUM,3191.5,2026-09-21,5.59,28.34,50.41,76.81,121.54,130.0
MVELECTRO,882.2,2026-09-21,4.81,9.39,49.23,,,
SHANTIGEAR,691.3,2026-09-21,-3.31,8.02,48.91,54.13,57.7,25.88
CALSOFT,41.14,2026-09-21,6.2,5.65,47.88,61.78,224.45,170.3
CORDSCABLE,355.35,2026-09-21,-4.52,13.78,47.73,63.68,140.29,99.11
SHIVALIK,398.95,2026-09-21,10.34,26.08,47.69,84.27,70.94,-16.01
GMMPFAUDLR,1507.2,2026-09-21,15.24,21.97,47.43,86.38,76.1,34.16
HLEGLAS,469.2,2026-09-21,16.04,39.54,47.08,25.12,63.88,-10.29
ANMOL,14.71,2026-09-21,-12.8,45.79,46.81,22.48,40.36,-8.35
KSR,41.11,2026-09-21,-3.04,20.45,45.78,24.01,12.63,
ALKALI,98.63,2026-09-21,27.68,25.39,45.32,16.13,81.47,4.5
IMPEXFERRO,5.69,2026-09-21,9.85,18.3,45.15,124.9,269.48,181.68
MANAV,40.75,2026-09-18,0.0,1.88,45.02,3.82,0.25,146.97
ROCKINGDCE,234.0,2026-09-18,2.93,2.18,44.71,27.17,36.01,14.2
KLL,32.4,2026-09-18,31.98,30.65,44.64,-0.92,-18.9,-53.94
VERTEXPLUS,69.35,2026-09-18,2.06,20.61,44.48,57.79,-37.07,-47.36
KOPRAN,282.98,2026-09-21,20.28,15.09,44.31,48.36,143.48,66.94
SUPREMEENG,3.65,2026-09-21,9.61,18.12,44.27,180.77,211.97,280.21
MAL,42.25,2026-09-18,-13.24,5.36,44.2,19.86,29.2,-29.88
DCG,78.5,2026-09-18,-11.9,17.78,44.04,38.82,38.33,17.16
WHEELS,2174.9,2026-09-21,-2.48,23.9,43.77,40.82,112.95,172.66
DSKULKARNI,23.16,2026-09-21,10.29,16.97,43.49,70.92,70.92,70.92
PLADAINFO,13.05,2026-09-18,14.98,14.98,43.41,13.97,33.16,-32.73
MVGJL,214.51,2026-09-21,8.68,-0.63,43.39,45.43,49.82,6.15
ICDSLTD,58.96,2026-09-21,-5.69,-12.42,43.39,37.15,34.03,13.98
VENUSPIPES,2231.2,2026-09-21,10.45,23.58,43.38,44.36,135.06,59.92
NOVARTIND,2004.1,2026-09-21,-16.19,22.23,41.24,44.29,198.12,198.12
JINDWORLD,49.81,2026-09-21,-5.81,-14.88,40.98,53.55,133.63,26.97
MASPTOP50,113.25,2026-09-21,20.52,31.84,40.81,45.92,66.79,68.53
BIRLACABLE,389.05,2026-09-21,-0.84,8.75,40.63,72.21,204.65,126.95
SILKFLEX,280.35,2026-09-18,-0.25,-4.19,39.83,37.43,129.14,203.08
VALIANTORG,422.95,2026-09-21,6.72,29.7,39.73,45.37,57.06,14.13
GEEKAYWIRE,30.9,2026-09-21,11.03,2.52,39.44,21.13,49.22,-14.32
PCCL,445.0,2026-09-18,2.53,3.4,39.3,76.41,85.42,145.58
GREENCHEF,73.5,2026-09-18,5.76,14.84,39.07,45.54,49.24,6.99
CENTUM,4739.2,2026-09-21,13.05,8.28,37.81,34.11,58.85,67.59
ANTELOPUS,1100.8,2026-09-21,-3.38,11.72,37.58,42.0,113.56,93.84
SETL,408.65,2026-09-21,-12.71,5.17,37.25,119.57,249.84,110.41
PVP,62.24,2026-09-21,-3.98,-4.48,37.24,108.51,147.97,110.55
TEXMOPIPES,60.67,2026-09-21,0.98,11.98,36.98,32.64,49.91,2.6
SABAR,9.5,2026-09-18,0.0,0.0,36.69,62.39,59.66,48.44
VILINBIO,58.0,2026-09-18,-1.69,1.84,36.47,28.32,65.48,131.54
KALYANIFRG,941.85,2026-09-21,-7.81,-8.29,36.2,54.59,70.84,35.83
SSFL,303.0,2026-09-18,-3.4,10.99,35.66,51.92,122.14,101.4
AKSHARCHEM,410.65,2026-09-21,-3.01,-11.48,35.43,65.34,123.14,53.74
QUADPRO,3.25,2026-09-18,8.33,25.0,35.42,44.44,54.76,-5.8
TBI,82.45,2026-09-18,-6.04,15.56,35.27,26.26,24.45,-16.76
PARSVNATH,1.87,2026-09-21,8.72,16.87,34.53,-38.08,-71.36,-87.69
AUROIMPEX,33.75,2026-09-18,21.18,20.54,34.46,22.73,12.88,-29.61
FONEBOX,132.2,2026-09-18,5.76,27.79,34.21,61.22,81.1,23.55
